# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Aug  4 21:24:29 2021
#
# User preference: *
#
# CONSTRAINT:  where (pl_name_display like '%Kepler%'
# CONSTRAINT:  and pl_orbperstr > 0
# CONSTRAINT:  and pl_orbsmaxstr > 0
# CONSTRAINT:  and pl_radjstr > 0
# CONSTRAINT:  and pl_orbinclstr > 0
# CONSTRAINT:  and pl_tranmidstr > 0
# CONSTRAINT:  and st_teffstr > 0
# CONSTRAINT:  and st_radstr > 0
# CONSTRAINT:  and st_massstr > 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
#
pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
Kepler-46 b,Kepler-46,33.60134000,0.00021000,-0.00020000,0,0.196800,0.002900,-0.002800,0,0.808,0.042,-0.043,0,89.038,0.075,-0.067,0,2455053.282600,0.001300,-0.001400,0,5155.00,105.00,-105.00,0,0.94,0.04,-0.04,0,0.90,0.04,-0.04,0
Kepler-10 b,Kepler-10,0.83749070,0.00000020,-0.00000020,0,0.016850,0.000130,-0.000130,0,0.131,0.003,-0.002,0,84.800,3.200,-3.900,0,2455034.086870,0.000180,-0.000180,0,5708.00,28.00,-28.00,0,1.06,0.01,-0.01,0,0.91,0.02,-0.02,0
Kepler-10 b,Kepler-10,0.83749100,0.00000200,-0.00000200,0,0.017200,0.000810,-0.001680,0,0.132,0.004,-0.003,0,85.100,3.400,-4.300,0,2454964.575130,0.000050,-0.000050,0,5627.00,44.00,-44.00,0,1.06,0.01,-0.01,0,0.91,0.02,-0.02,0
Kepler-20 b,Kepler-20,3.69612190,0.00000430,-0.00000640,0,0.045370,0.000540,-0.000600,0,0.170,0.011,-0.019,0,86.500,0.360,-0.310,0,2454967.500270,0.000580,-0.000680,0,5455.00,100.00,-100.00,0,0.94,0.06,-0.10,0,0.91,0.03,-0.03,-1
Kepler-20 c,Kepler-20,10.85409200,0.00001300,-0.00001300,0,0.093000,0.001100,-0.001100,0,0.274,0.018,-0.028,0,88.390,0.160,-0.140,0,2454971.607580,0.000460,-0.000460,0,5455.00,100.00,-100.00,0,0.94,0.06,-0.10,0,0.91,0.03,-0.03,-1
Kepler-20 d,Kepler-20,77.61184000,0.00015000,-0.00037000,0,0.345300,0.004100,-0.004600,0,0.245,0.015,-0.027,0,89.570,0.043,-0.048,0,2454997.727100,0.001600,-0.001900,0,5455.00,100.00,-100.00,0,0.94,0.06,-0.10,0,0.91,0.03,-0.03,-1
Kepler-426 b,Kepler-426,3.21751883,0.00000019,-0.00000019,0,0.041350,0.000880,-0.000950,0,1.090,0.030,-0.030,0,85.740,0.060,-0.060,0,2454966.631964,0.000047,-0.000047,0,5725.00,90.00,-90.00,0,0.92,0.02,-0.02,0,0.91,0.06,-0.06,0
Kepler-426 b,Kepler-426,3.21751883,0.00000019,-0.00000019,0,0.041400,0.001000,-0.001000,0,1.090,0.030,-0.030,0,85.740,0.060,-0.060,0,2454966.631964,0.000047,-0.000047,0,5725.00,90.00,-90.00,0,0.92,0.02,-0.02,0,0.91,0.06,-0.06,0
Kepler-69 b,Kepler-69,13.72235300,0.00001600,-0.00001600,0,0.109100,0.001500,-0.002100,0,0.211,0.027,-0.019,0,89.975,0.002,-0.459,0,2454970.841530,0.000800,-0.000800,0,5700.00,100.00,-100.00,0,0.99,0.15,-0.07,0,0.91,0.05,-0.04,0
Kepler-69 c,Kepler-69,242.46590000,0.00270000,-0.00270000,0,0.740000,0.011000,-0.013000,0,0.160,0.020,-0.016,0,89.901,0.011,-0.052,0,2454983.869300,0.008000,-0.008000,0,5700.00,100.00,-100.00,0,0.99,0.15,-0.07,0,0.91,0.05,-0.04,0
Kepler-75 b,Kepler-75,8.88491160,0.00000340,-0.00000340,0,0.081800,0.001200,-0.001200,0,1.050,0.030,-0.030,0,89.120,0.510,-0.640,0,2455640.440300,0.000120,-0.000120,0,5200.00,100.00,-100.00,0,0.89,0.02,-0.02,0,0.91,0.04,-0.04,0
Kepler-75 b,Kepler-75,8.88491160,0.00000340,-0.00000340,0,0.081700,0.001200,-0.001200,0,1.050,0.030,-0.030,0,89.120,0.510,-0.640,0,2455740.440300,0.000120,-0.000120,0,5200.00,100.00,-100.00,0,0.89,0.02,-0.02,0,0.91,0.04,-0.04,0
Kepler-1606 b,Kepler-1606,196.43560000,0.00730000,-0.00730000,0,0.642100,0.010800,-0.008900,0,0.199,0.028,-0.021,0,89.814,0.011,-0.065,0,2455006.704000,0.037000,-0.037000,0,5461.00,100.00,-100.00,0,0.92,0.12,-0.05,0,0.92,0.04,-0.04,0
Kepler-425 b,Kepler-425,3.79701816,0.00000019,-0.00000019,0,0.046400,0.000800,-0.000800,0,0.978,0.022,-0.022,0,87.020,0.080,-0.080,0,2454966.508785,0.000039,-0.000039,0,5170.00,70.00,-70.00,0,0.86,0.02,-0.02,0,0.93,0.05,-0.05,0
Kepler-425 b,Kepler-425,3.79701816,0.00000019,-0.00000019,0,0.046520,0.000820,-0.000860,0,0.978,0.022,-0.022,0,87.020,0.080,-0.080,0,2454966.508785,0.000039,-0.000039,0,5170.00,70.00,-70.00,0,0.86,0.02,-0.02,0,0.93,0.05,-0.05,0
Kepler-38 b,Kepler-38,105.59900000,0.03800000,-0.05300000,0,0.463200,0.008200,-0.009200,0,0.384,0.010,-0.010,0,89.442,0.030,-0.026,0,2454932.104000,0.044000,-0.022000,0,5623.00,50.00,-50.00,0,1.75,0.03,-0.03,0,0.94,0.06,-0.06,0
Kepler-41 b,Kepler-41,1.85555880,0.00000150,-0.00000150,0,0.028950,0.000930,-0.000870,0,0.852,0.071,-0.031,0,89.500,0.500,-1.600,0,2455066.669310,0.000048,-0.000048,0,5660.00,100.00,-100.00,0,0.94,0.06,-0.03,0,0.94,0.09,-0.08,0
Kepler-11 b,Kepler-11,10.30375000,0.00016000,-0.00016000,0,0.091000,0.003000,-0.003000,0,0.176,0.017,-0.017,0,88.500,1.000,-0.600,0,2454971.505200,0.007700,-0.007700,0,5680.00,100.00,-100.00,0,1.10,0.10,-0.10,0,0.95,0.10,-0.10,0
Kepler-11 c,Kepler-11,13.02502000,0.00008000,-0.00008000,0,0.106000,0.004000,-0.004000,0,0.281,0.027,-0.027,0,89.000,1.000,-0.600,0,2454971.174800,0.003100,-0.003100,0,5680.00,100.00,-100.00,0,1.10,0.10,-0.10,0,0.95,0.10,-0.10,0
Kepler-11 d,Kepler-11,22.68719000,0.00021000,-0.00021000,0,0.159000,0.005000,-0.005000,0,0.306,0.029,-0.029,0,89.300,0.600,-0.400,0,2454981.455000,0.004400,-0.004400,0,5680.00,100.00,-100.00,0,1.10,0.10,-0.10,0,0.95,0.10,-0.10,0
Kepler-11 e,Kepler-11,31.99590000,0.00028000,-0.00028000,0,0.194000,0.007000,-0.007000,0,0.404,0.038,-0.038,0,88.800,0.200,-0.200,0,2454987.159000,0.003700,-0.003700,0,5680.00,100.00,-100.00,0,1.10,0.10,-0.10,0,0.95,0.10,-0.10,0
Kepler-11 f,Kepler-11,46.68876000,0.00074000,-0.00074000,0,0.250000,0.009000,-0.009000,0,0.233,0.022,-0.022,0,89.400,0.300,-0.200,0,2454964.648700,0.005900,-0.005900,0,5680.00,100.00,-100.00,0,1.10,0.10,-0.10,0,0.95,0.10,-0.10,0
Kepler-11 g,Kepler-11,118.37774000,0.00112000,-0.00112000,0,0.462000,0.016000,-0.016000,0,0.327,0.031,-0.031,0,89.800,0.200,-0.200,0,2455120.290100,0.002200,-0.002200,0,5680.00,100.00,-100.00,0,1.10,0.10,-0.10,0,0.95,0.10,-0.10,0
Kepler-20 b,Kepler-20,3.69611525,0.00000115,-0.00000087,0,0.046300,0.000900,-0.001500,0,0.167,0.006,-0.003,0,87.355,0.215,-1.594,0,2454967.502014,0.000253,-0.000217,0,5495.00,50.00,-50.00,0,0.96,0.02,-0.02,0,0.95,0.05,-0.05,0
Kepler-20 c,Kepler-20,10.85409089,0.00000303,-0.00000260,0,0.094900,0.002700,-0.002300,0,0.272,0.006,-0.005,0,89.815,0.036,-0.632,0,2454971.607955,0.000248,-0.000202,0,5495.00,50.00,-50.00,0,0.96,0.02,-0.02,0,0.95,0.05,-0.05,0
Kepler-20 d,Kepler-20,77.61130017,0.00012305,-0.00011588,0,0.350600,0.008100,-0.010100,0,0.245,0.007,-0.005,0,89.708,0.165,-0.053,0,2454997.730300,0.001179,-0.001577,0,5495.00,50.00,-50.00,0,0.96,0.02,-0.02,0,0.95,0.05,-0.05,0
Kepler-20 e,Kepler-20,6.09852281,0.00000608,-0.00001351,0,0.063900,0.001900,-0.001400,0,0.077,0.002,-0.002,0,87.632,1.085,-0.128,0,2454968.931544,0.002223,-0.000732,0,5495.00,50.00,-50.00,0,0.96,0.02,-0.02,0,0.95,0.05,-0.05,0
Kepler-20 f,Kepler-20,19.57758478,0.00009037,-0.00012256,0,0.139600,0.003600,-0.003500,0,0.089,0.004,-0.008,0,88.788,0.426,-0.072,0,2454968.207060,0.006076,-0.004332,0,5495.00,50.00,-50.00,0,0.96,0.02,-0.02,0,0.95,0.05,-0.05,0
Kepler-77 b,Kepler-77,3.57878087,0.00000023,-0.00000023,0,0.045010,0.000630,-0.000630,0,0.960,0.016,-0.016,0,88.000,0.110,-0.110,0,2455095.865727,0.000029,-0.000029,0,5520.00,60.00,-60.00,0,0.99,0.02,-0.02,0,0.95,0.04,-0.04,0
Kepler-77 b,Kepler-77,3.57878087,0.00000023,-0.00000023,0,0.045020,0.000630,-0.000650,0,0.960,0.016,-0.016,0,88.000,0.110,-0.110,0,2455095.866516,0.000029,-0.000029,0,5520.00,60.00,-60.00,0,0.99,0.02,-0.02,0,0.95,0.04,-0.04,0
Kepler-11 b,Kepler-11,10.30390000,0.00060000,-0.00100000,0,0.091000,0.001000,-0.001000,0,0.161,0.003,-0.004,0,89.640,0.360,-0.180,0,2455589.737800,0.002600,-0.004700,0,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0
Kepler-11 c,Kepler-11,13.02410000,0.00130000,-0.00080000,0,0.107000,0.001000,-0.001000,0,0.256,0.004,-0.005,0,89.590,0.410,-0.160,0,2455583.349400,0.001400,-0.001900,0,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0
Kepler-11 d,Kepler-11,22.68450000,0.00090000,-0.00090000,0,0.155000,0.001000,-0.001000,0,0.278,0.005,-0.006,0,89.670,0.130,-0.160,0,2455594.006900,0.002200,-0.001400,0,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0
Kepler-11 e,Kepler-11,31.99960000,0.00080000,-0.00120000,0,0.195000,0.002000,-0.002000,0,0.374,0.006,-0.008,0,88.890,0.020,-0.020,0,2455595.075500,0.001500,-0.000900,0,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0
Kepler-11 f,Kepler-11,46.68880000,0.00270000,-0.00320000,0,0.250000,0.002000,-0.002000,0,0.222,0.004,-0.006,0,89.470,0.040,-0.040,0,2455618.271000,0.004100,-0.003800,0,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0
Kepler-11 g,Kepler-11,118.38070000,0.00100000,-0.00060000,0,0.466000,0.004000,-0.004000,0,0.297,0.005,-0.007,0,89.870,0.050,-0.060,0,2455593.802100,0.003000,-0.002100,0,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0
Kepler-427 b,Kepler-427,10.29099400,0.00000110,-0.00000110,0,0.091300,0.001900,-0.001900,0,1.230,0.210,-0.210,0,89.500,0.450,-0.450,0,2454970.022070,0.000090,-0.000090,0,5800.00,70.00,-70.00,0,1.35,0.20,-0.20,0,0.96,0.06,-0.06,0
Kepler-427 b,Kepler-427,10.29099400,0.00000110,-0.00000110,0,0.091000,0.010000,-0.010000,0,1.230,0.210,-0.210,0,89.500,0.450,-0.450,0,2454970.022070,0.000090,-0.000090,0,5800.00,70.00,-70.00,0,1.35,0.20,-0.20,0,0.96,0.06,-0.06,0
Kepler-150 f,Kepler-150,637.20930000,0.01690000,-0.01540000,0,1.240000,0.290000,-0.450000,0,0.325,0.046,-0.035,0,90.000,0.190,-0.190,0,2455979.242200,0.008200,-0.007700,0,5528.00,122.00,-122.00,0,0.91,,,0,0.97,,,0
Kepler-18 b,Kepler-18,3.50472500,0.00002800,-0.00002800,0,0.044700,0.000600,-0.000600,0,0.178,0.009,-0.009,0,84.920,0.260,-0.260,0,2454966.506800,0.002100,-0.002100,0,5345.00,100.00,-100.00,0,1.11,0.05,-0.05,0,0.97,0.04,-0.04,0
Kepler-18 c,Kepler-18,7.64159000,0.00003000,-0.00003000,0,0.075200,0.001100,-0.001100,0,0.490,0.023,-0.023,0,87.680,0.220,-0.220,0,2455167.088300,0.002300,-0.002300,0,5345.00,100.00,-100.00,0,1.11,0.05,-0.05,0,0.97,0.04,-0.04,0
Kepler-18 d,Kepler-18,14.85888000,0.00004000,-0.00004000,0,0.117200,0.001700,-0.001700,0,0.623,0.029,-0.029,0,88.070,0.100,-0.100,0,2455169.177600,0.001300,-0.001300,0,5345.00,100.00,-100.00,0,1.11,0.05,-0.05,0,0.97,0.04,-0.04,0
Kepler-22 b,Kepler-22,289.86230000,0.00160000,-0.00200000,0,0.849000,0.018000,-0.017000,0,0.212,0.012,-0.012,0,89.764,0.025,-0.042,0,2454966.698300,0.002300,-0.002300,0,5518.00,44.00,-44.00,0,0.98,0.02,-0.02,0,0.97,0.06,-0.06,0
Kepler-63 b,Kepler-63,9.43415050,0.00000100,-0.00000100,0,0.080000,0.002000,-0.002000,0,0.545,0.018,-0.018,0,87.806,0.018,-0.019,0,2455010.843070,0.000050,-0.000050,0,5576.00,50.00,-50.00,0,0.90,0.03,-0.02,0,0.98,0.04,-0.04,0
Kepler-30 b,Kepler-30,29.33434000,0.00815000,-0.00815000,0,0.180000,,,0,0.348,0.018,-0.018,0,90.179,0.167,-0.167,0,2455246.647600,0.040100,-0.040100,0,5498.00,54.00,-54.00,0,0.95,0.12,-0.12,0,0.99,0.08,-0.08,0
Kepler-30 c,Kepler-30,60.32310500,0.00024400,-0.00024400,0,0.300000,,,0,1.097,0.036,-0.036,0,90.323,0.030,-0.030,0,2455357.887042,0.005200,-0.005200,0,5498.00,54.00,-54.00,0,0.95,0.12,-0.12,0,0.99,0.08,-0.08,0
Kepler-30 d,Kepler-30,143.34394000,0.00858000,-0.00858000,0,0.500000,,,0,0.785,0.045,-0.045,0,89.841,0.020,-0.020,0,2455273.530200,0.009690,-0.009690,0,5498.00,54.00,-54.00,0,0.95,0.12,-0.12,0,0.99,0.08,-0.08,0
Kepler-130 c,Kepler-130,27.50868000,0.00006000,-0.00007000,0,0.178000,0.005000,-0.005000,0,0.259,0.022,-0.022,0,89.340,0.660,-0.310,0,2455015.103900,,,0,5879.00,48.00,-51.00,0,1.17,0.10,-0.09,0,1.00,0.09,-0.10,0
Kepler-447 b,Kepler-447,7.79430132,0.00000182,-0.00000182,0,0.076900,0.006200,-0.007900,0,1.650,0.590,-0.560,0,86.550,0.240,-0.320,0,2454970.259778,,,0,5493.00,62.00,-62.00,0,1.05,0.19,-0.19,0,1.00,0.21,-0.21,0
Kepler-93 b,Kepler-93,4.72673978,0.00000097,-0.00000097,0,0.053000,0.002000,-0.002000,0,0.132,0.002,-0.002,0,89.183,0.044,-0.044,0,2454944.292270,0.000130,-0.000130,0,5655.00,157.36,-125.17,0,0.92,0.05,-0.05,0,1.00,0.14,-0.12,0
Kepler-1654 b,Kepler-1654,1047.83560000,0.00180000,-0.00190000,0,2.026000,0.037000,-0.035000,0,0.819,0.019,-0.017,0,89.982,0.012,-0.017,0,2455375.134100,0.001400,-0.001500,0,5597.00,95.00,-93.00,0,1.18,0.03,-0.02,0,1.01,0.06,-0.05,0
Kepler-424 b,Kepler-424,3.31186440,0.00000390,-0.00000390,0,0.043650,0.000770,-0.000810,0,0.890,0.080,-0.060,0,84.680,0.790,-0.790,0,2454964.742700,0.000230,-0.000230,0,5460.00,81.00,-81.00,0,0.94,0.06,-0.06,0,1.01,0.05,-0.05,0
Kepler-15 b,Kepler-15,4.94278200,0.00000130,-0.00000130,0,0.057140,0.000860,-0.000930,0,0.960,0.060,-0.070,0,87.440,0.180,-0.200,0,2454969.328651,0.000084,-0.000096,0,5515.00,122.00,-130.00,0,0.99,0.06,-0.07,0,1.02,0.04,-0.05,0
Kepler-15 b,Kepler-15,4.94278090,0.00000140,-0.00000140,0,0.057050,0.000690,-0.000660,0,0.960,0.060,-0.070,0,87.440,0.180,-0.200,0,2455097.841168,0.000060,-0.000060,0,5520.00,120.00,-130.00,0,0.99,0.06,-0.07,0,1.02,0.04,-0.03,0
Kepler-9 b,Kepler-9,19.23891000,0.00006000,-0.00006000,0,0.143000,0.007000,-0.006000,0,0.740,0.048,-0.038,0,88.982,0.007,-0.005,0,2454977.512000,0.065000,-0.065000,0,5774.00,60.00,-60.00,0,0.96,0.02,-0.02,0,1.02,0.03,-0.04,0
Kepler-9 c,Kepler-9,38.98530000,0.00030000,-0.00030000,0,0.227000,0.012000,-0.008000,0,0.721,0.048,-0.037,0,89.188,0.005,-0.006,0,2454968.840000,0.200000,-0.200000,0,5774.00,60.00,-60.00,0,0.96,0.02,-0.02,0,1.02,0.03,-0.04,0
Kepler-1655 b,Kepler-1655,11.87287870,0.00000850,-0.00000850,0,0.103000,0.001000,-0.001000,0,0.197,0.007,-0.007,0,87.620,0.550,-0.550,0,2455013.897950,0.000690,-0.000690,0,6148.00,71.00,-71.00,0,1.03,0.02,-0.02,0,1.03,0.04,-0.04,0
Kepler-1656 b,Kepler-1656,31.57865900,,,0,0.197000,0.021000,-0.021000,0,0.448,0.047,-0.047,0,89.310,0.470,-0.510,0,2455010.206100,0.000830,-0.000810,0,5731.00,60.00,-60.00,0,1.10,0.13,-0.13,0,1.03,0.04,-0.04,0
Kepler-454 b,Kepler-454,10.57375339,0.00000777,-0.00000777,0,0.095400,0.001200,-0.001200,0,0.211,0.012,-0.012,0,87.090,0.203,-0.203,0,2455008.067585,0.000772,-0.000772,0,5701.00,34.00,-34.00,0,1.07,0.01,-0.01,0,1.03,0.04,-0.03,0
Kepler-17 b,Kepler-17,1.48571080,0.00000020,-0.00000020,0,0.025910,0.000370,-0.000360,0,1.310,0.020,-0.020,0,87.200,0.150,-0.150,0,2455185.678035,0.000023,-0.000026,0,5781.00,85.00,-85.00,0,1.01,,,0,1.04,,,0
Kepler-452 b,Kepler-452,384.84300000,0.00700000,-0.01200000,0,1.046000,0.019000,-0.015000,0,0.145,0.021,-0.018,0,89.806,0.134,-0.049,0,2455147.985000,0.015000,-0.019000,0,5757.00,85.00,-85.00,0,1.11,0.15,-0.09,0,1.04,0.05,-0.05,0
Kepler-34 b,Kepler-34,288.82200000,0.06300000,-0.08100000,0,1.089600,0.000900,-0.000900,0,0.764,0.012,-0.014,0,90.355,0.026,-0.018,0,2454969.200000,,,0,5913.00,130.00,-130.00,0,1.16,0.00,0.00,0,1.05,0.00,0.00,0
Kepler-47 b,Kepler-47,49.53200000,0.04000000,-0.02700000,0,0.296200,0.004400,-0.004700,0,0.270,0.011,-0.011,0,89.700,0.500,-0.160,0,2454968.647000,0.011000,-0.010000,0,5636.00,100.00,-100.00,0,0.96,0.02,-0.02,0,1.05,0.05,-0.06,0
Kepler-47 c,Kepler-47,303.13700000,0.07200000,-0.02000000,0,0.991000,0.015000,-0.016000,0,0.411,0.018,-0.018,0,89.825,0.009,-0.010,0,2455246.997000,0.016000,-0.012000,0,5636.00,100.00,-100.00,0,0.96,0.02,-0.02,0,1.05,0.05,-0.06,0
Kepler-539 b,Kepler-539,125.63243000,0.00071000,-0.00071000,0,0.498800,0.006700,-0.006700,0,0.747,0.017,-0.017,0,89.845,0.086,-0.086,0,2455588.871000,0.003000,-0.003000,0,5820.00,80.00,-80.00,0,0.95,0.02,-0.02,0,1.05,0.04,-0.04,0
Kepler-730 b,Kepler-730,6.49168281,,,0,0.069400,0.001600,-0.001200,0,1.100,0.047,-0.050,0,86.960,0.370,-0.310,0,2455007.633553,,,0,5620.00,55.00,-59.00,0,1.41,0.05,-0.05,0,1.05,0.07,-0.05,0
Kepler-730 c,Kepler-730,2.85188338,,,0,0.039970,0.000890,-0.000690,0,0.140,0.012,-0.012,0,83.810,1.100,-0.830,0,2454965.145500,,,0,5620.00,55.00,-59.00,0,1.41,0.05,-0.05,0,1.05,0.07,-0.05,0
Kepler-36 b,Kepler-36,13.83989000,0.00082000,-0.00060000,0,0.115300,0.001500,-0.001500,0,0.133,0.003,-0.003,0,90.010,0.690,-0.710,0,2454960.975300,0.005500,-0.005800,0,5911.00,66.00,-66.00,0,1.63,0.02,-0.02,0,1.07,0.04,-0.04,0
Kepler-36 c,Kepler-36,16.23855000,0.00038000,-0.00054000,0,0.128300,0.001600,-0.001600,0,0.328,0.005,-0.005,0,89.980,0.540,-0.530,0,2454955.913200,0.001100,-0.001000,0,5911.00,66.00,-66.00,0,1.63,0.02,-0.02,0,1.07,0.04,-0.04,0
Kepler-289 b,Kepler-289,34.54500000,0.00050000,-0.00050000,0,0.210000,0.010000,-0.010000,0,0.192,0.009,-0.009,0,89.590,0.300,-0.480,0,2454965.640400,0.004000,-0.004000,0,5990.00,38.00,-38.00,0,1.00,0.02,-0.02,0,1.08,0.02,-0.02,0
Kepler-289 c,Kepler-289,125.85180000,0.00760000,-0.00760000,0,0.510000,0.030000,-0.030000,0,1.034,0.017,-0.017,0,89.794,0.017,-0.016,0,2455069.851800,0.007700,-0.007700,0,5990.00,38.00,-38.00,0,1.00,0.02,-0.02,0,1.08,0.02,-0.02,0
Kepler-289 d,Kepler-289,66.06340000,0.01140000,-0.01140000,0,0.330000,0.020000,-0.020000,0,0.239,0.015,-0.015,0,89.730,0.200,-0.380,0,2454975.643600,0.006800,-0.006800,0,5990.00,38.00,-38.00,0,1.00,0.02,-0.02,0,1.08,0.02,-0.02,0
Kepler-39 b,Kepler-39,21.08716800,0.00002100,-0.00002100,0,0.153900,0.007400,-0.007400,0,1.092,0.078,-0.078,0,89.060,0.210,-0.210,0,2455204.555150,0.000140,-0.000140,0,6260.00,140.00,-140.00,0,1.23,0.09,-0.09,0,1.08,0.16,-0.16,0
Kepler-68 b,Kepler-68,5.39876300,0.00000400,-0.00000400,0,0.061700,0.000560,-0.000560,0,0.206,0.005,-0.008,0,87.600,0.900,-0.900,0,2455006.857290,0.000420,-0.000420,0,5793.00,74.00,-74.00,0,1.24,0.02,-0.02,0,1.08,0.05,-0.05,0
Kepler-68 c,Kepler-68,9.60508500,0.00007200,-0.00007200,0,0.090590,0.000820,-0.000820,0,0.085,0.003,-0.004,0,86.930,0.410,-0.410,0,2454969.380500,0.004100,-0.004100,0,5793.00,74.00,-74.00,0,1.24,0.02,-0.02,0,1.08,0.05,-0.05,0
Kepler-39 b,Kepler-39,21.08740000,0.00020000,-0.00020000,0,0.155000,0.003000,-0.003000,0,1.220,0.120,-0.100,0,88.830,0.590,-0.400,0,2454972.595900,0.000600,-0.000500,0,6260.00,140.00,-140.00,0,1.39,0.11,-0.10,0,1.10,0.07,-0.06,0
Kepler-6 b,Kepler-6,3.23469940,0.00000035,-0.00000035,0,0.044480,0.001900,-0.000840,0,1.169,0.052,-0.022,0,89.900,0.100,-0.700,0,2455003.006282,0.000029,-0.000029,0,5647.00,44.00,-44.00,0,1.26,0.06,-0.02,0,1.11,0.15,-0.06,0
Kepler-6 b,Kepler-6,3.23470200,0.00000330,-0.00000330,0,0.044380,0.001980,-0.000970,0,1.169,0.056,-0.026,0,89.900,0.100,-0.700,0,2454954.485805,0.000064,-0.000064,0,5647.00,50.00,-50.00,0,1.26,0.06,-0.03,0,1.11,0.16,-0.07,0
Kepler-41 b,Kepler-41,1.85555800,0.00000700,-0.00000700,0,0.030000,0.001000,-0.001000,0,0.890,0.050,-0.050,0,88.300,0.700,-0.700,0,2454970.180300,0.000300,-0.000300,0,5620.00,140.00,-140.00,0,1.02,0.03,-0.03,0,1.12,0.07,-0.07,0
Kepler-41 b,Kepler-41,1.85555770,0.00000030,-0.00000030,0,0.023960,0.000810,-0.000800,0,1.040,0.035,-0.035,0,82.214,0.090,-0.085,0,2454970.181040,0.000020,-0.000020,0,5620.00,140.00,-140.00,0,1.02,0.03,-0.03,0,1.12,0.07,-0.07,0
Kepler-44 b,Kepler-44,3.24672930,0.00000300,-0.00000300,0,0.044600,0.001100,-0.001100,0,1.090,0.070,-0.070,0,84.960,0.500,-0.620,0,2455187.156400,0.000210,-0.000210,0,5800.00,100.00,-100.00,0,1.35,0.08,-0.08,0,1.12,0.08,-0.08,0
Kepler-44 b,Kepler-44,3.24672930,0.00000300,-0.00000300,0,0.044600,0.001100,-0.001000,0,1.090,0.070,-0.070,0,84.960,0.500,-0.620,0,2455187.156400,0.000210,-0.000210,0,5800.00,100.00,-100.00,0,1.35,0.08,-0.08,0,1.12,0.08,-0.08,0
